,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.36,-0.25%,-0.58%,12.75,-3.04%,1.2,0.10%,17.2,2.44,-25.90%,74.13,28.60%,转股中,4.44年,2.44年,7.30%,5.40%,8.8,3.51%,3.03%,3.42%,3.15%,2.89%,91.08,89.63,7.45,97.08,-1.80%,40%,14%,16%,0.27,0.47,0.1,AA,5.00%,33
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,128.58,-0.33%,0.18%,23.41,-0.17%,24,0.70%,18.76,3.98,24.80%,124.79,3.00%,转股中,4.43年,2.43年,3.30%,4.10%,27.9,-3.46%,-3.87%,-3.55%,-8.24%,-8.44%,92.03,91.11,40.86,131.98,-2.60%,49%,12%,16%,0.84,1.29,0.42,AA+,4.50%,12
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,108.18,-0.11%,0.67%,18.28,1.56%,0.4,0.10%,22.96,2.59,-20.40%,79.62,35.90%,转股中,4.42年,2.42年,5.90%,4.70%,6,0.45%,0.01%,0.36%,-1.87%,-2.10%,90.92,89.26,10.62,99.88,8.30%,36%,32%,17%,0.36,-1.37,2.18,AA,5.00%,15
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,96.98,0.07%,-0.12%,4.51,-1.74%,11,0.40%,8.76,0.84,-48.50%,51.48,88.40%,转股中,4.41年,2.41年,37.70%,19.40%,30,3.13%,2.65%,3.04%,2.50%,2.24%,91.2,89.75,2.24,92,5.40%,83%,35%,16%,0.03,-1.02,1.08,AA,5.00%,23
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,107.5,-0.28%,-0.38%,19.39,-1.47%,3.3,0.20%,22.33,3.79,-13.20%,86.83,23.80%,转股中,4.32年,2.32年,6.40%,5.50%,18.4,0.61%,0.16%,0.52%,-1.70%,-1.93%,92.45,91.53,12.18,103.71,3.70%,51%,22%,16%,0.45,-0.4,1.29,AA+,4.50%,15
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,112.41,-0.27%,-0.21%,16.24,-1.28%,22,0.30%,19.67,1.22,-17.40%,82.56,36.20%,转股中,4年37天,无权,4.80%,4.00%,70,-0.58%,-1.02%,-0.67%,无权,无权,无权,93.82,9.14,102.95,9.20%,27%,29%,17%,0.37,-1.41,2.24,AAA,4.00%,21
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,96.501,-0.34%,-0.35%,7.18,-2.45%,4.1,0.50%,9.48,5.59,-24.30%,75.74,27.40%,转股中,4年8天,2年8天,15.30%,11.60%,7.8,3.92%,3.33%,3.80%,3.08%,2.79%,92.71,92.66,6.9,99.56,-3.10%,70%,12%,17%,0.28,0.74,-0.13,AA,5.00%,53
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,93.87,-0.12%,0.14%,3.85,0.79%,3.8,0.50%,7.72,1.43,-50.10%,49.87,88.20%,转股中,4年2.3天,2年2.3天,25.70%,12.80%,8.2,5.33%,4.60%,5.18%,4.65%,4.31%,93.21,95.02,0.49,95.51,-1.70%,52%,<2%,17%,0.03,0.35,-0.28,AA,5.00%,88
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.923,-0.08%,-0.16%,9.16,-1.40%,1,0.30%,13.53,2.16,-32.30%,67.7,43.20%,转股中,3.88年,1.88年,11.00%,7.50%,3.4,3.94%,3.33%,3.82%,2.93%,2.65%,91.3,89.95,5.04,94.99,2.00%,54%,22%,17%,0.17,-0.37,0.71,AA-,6.00%,57
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,103.91,-0.77%,0.69%,12.25,-0.16%,1.9,0.40%,13.44,1.77,-8.90%,91.15,14.00%,转股中,3.82年,1.82年,4.80%,4.40%,5.1,1.23%,0.79%,1.15%,-0.67%,-0.92%,93.15,90.61,14.71,105.33,-1.30%,36%,16%,16%,0.5,0.57,0.44,AA,5.00%,22
149,光大转债,113011,2017-07-18,光大银行,601818,金融,107.77,-0.82%,0.95%,3.88,0.26%,103,0.30%,4.13,0.69,-6.10%,93.95,14.70%,转股中,3.80年,无权,14.70%,13.80%,300,0.38%,-0.08%,0.29%,无权,无权,无权,94.45,13.74,108.18,-0.40%,19%,18%,16%,0.52,0.55,0.51,AAA,4.00%,28
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.033,-0.09%,0.09%,3.2,-1.23%,2.4,0.20%,9.98,1.28,-67.90%,32.06,203%,转股中,3年59天,1年59天,30.00%,9.60%,12,4.84%,4.07%,4.69%,4.48%,4.04%,96.4,96.57,0.42,97,0.00%,35%,35%,16%,0,-0.01,0.01,AA,5.00%,76
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.5,-0.10%,-0.03%,2.64,-0.38%,2.4,0.20%,3.03,1.78,-12.90%,87.13,16.50%,转股中,3年8天,1年8天,19.30%,16.80%,11.1,4.10%,3.20%,3.92%,1.09%,0.62%,97.06,98.96,7.59,106.55,-4.70%,25%,8%,16%,0.35,1.22,-0.44,AA,5.00%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.155,-0.06%,0.06%,3.21,2.88%,5.5,0.70%,7.71,1.52,-58.40%,41.63,133%,转股中,2.89年,0.89年,17.40%,7.30%,8.4,2.96%,2.57%,2.88%,6.93%,6.10%,96.61,85.9,11.64,97.54,-0.40%,86%,<2%,17%,0,0.08,-0.08,A+,7.50%,80
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.72,0.12%,-0.13%,4.75,-2.46%,1.4,0.30%,9.26,2.33,-48.70%,51.3,96.40%,转股中,2.65年,0.65年,10.90%,5.60%,5.1,3.87%,3.05%,3.71%,1.40%,0.95%,97.91,97.93,0.59,98.52,2.20%,43%,37%,17%,0,-0.44,0.43,AA,5.00%,23
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,105.97,-1.06%,0.96%,10.9,-0.82%,24,0.90%,14.74,1.41,-26.10%,73.95,43.30%,转股中,2.65年,0.65年,2.30%,1.70%,25.5,1.09%,0.44%,0.96%,-4.88%,-5.28%,98.56,98.4,1.75,100.16,5.80%,35%,33%,15%,0.11,-0.98,1.22,AAA,4.00%,9
155,九州转债!,110034,2016-01-29,九州通,600998,医药,103,-0.13%,0.10%,12.96,-1.44%,14,0.90%,18.42,1.56,-29.60%,70.36,46.40%,转股中,2.63年,0.63年,6.20%,4.30%,15,2.70%,1.95%,2.55%,0.98%,0.05%,100.24,98.46,2.07,100.53,2.50%,26%,26%,15%,0.02,-0.43,0.45,AA+,4.50%,15
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.2,-0.34%,-0.12%,8.22,-1.08%,2.1,0.10%,8.61,1.16,-4.50%,95.47,15.40%,转股中,2.60年,0.60年,9.80%,9.30%,14.6,0.32%,-0.47%,0.16%,-10.40%,-10.80%,98.68,100.48,8.62,109.1,1.00%,34%,18%,15%,0.43,0.22,0.65,AAA,4.00%,14
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,106.9,-0.28%,-0.18%,4.15,-0.95%,2.2,1.30%,4.31,1.27,-3.70%,96.29,11.00%,转股中,2.55年,0.55年,1.60%,1.50%,1.6,1.62%,0.79%,1.45%,-6.60%,-7.06%,98.31,98.47,11.84,110.32,-3.10%,40%,13%,17%,0.49,0.99,0.03,AA,5.00%,42
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.01,-0.40%,0.40%,23,-0.69%,7.9,0.30%,42.38,3.83,-45.70%,54.27,101%,转股中,2年12天,12天,5.60%,3.00%,24,0.45%,-0.46%,0.27%,-36.60%,-38.30%,100.96,101.72,0.04,101.77,7.10%,53%,53%,17%,0,-1.32,1.36,AAA,4.00%,10
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,114.04,-1.35%,0.80%,5.27,-1.13%,51,1.00%,5.19,1.34,1.50%,101.54,12.30%,转股中,1.68年,回售中,5.60%,5.70%,44.7,-3.16%,-4.03%,-3.33%,回售中,回售中,103,102.08,8.82,110.9,2.80%,49%,26%,16%,0.49,-0.02,1,AAA,3.50%,17
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,104.83,-0.06%,0.06%,4.5,-1.75%,1.6,0.40%,6.94,1.17,-35.20%,64.84,61.70%,转股中,0.57年,回售中,4.60%,3.00%,4.3,1.96%,-0.05%,1.56%,回售中,回售中,103,103.65,0,103.65,1.10%,70%,54%,16%,0,-0.22,0.22,AA,4.00%,9
